Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,49.09
2010,UNIDAD_MEDIDA.PT,ES53,47.44
2011,UNIDAD_MEDIDA.PT,ES,48.26
2011,UNIDAD_MEDIDA.PT,ES53,46.86
2012,UNIDAD_MEDIDA.PT,ES,46.72
2012,UNIDAD_MEDIDA.PT,ES53,44.67
2013,UNIDAD_MEDIDA.PT,ES,45.84
2013,UNIDAD_MEDIDA.PT,ES53,43.58
2014,UNIDAD_MEDIDA.PT,ES,45.84
2014,UNIDAD_MEDIDA.PT,ES53,43.17
2015,UNIDAD_MEDIDA.PT,ES,45.72
2015,UNIDAD_MEDIDA.PT,ES53,43.30
2016,UNIDAD_MEDIDA.PT,ES,45.24
2016,UNIDAD_MEDIDA.PT,ES53,42.67
2017,UNIDAD_MEDIDA.PT,ES,45.14
2017,UNIDAD_MEDIDA.PT,ES53,42.73
2018,UNIDAD_MEDIDA.PT,ES,45.42
2018,UNIDAD_MEDIDA.PT,ES53,43.24
2019,UNIDAD_MEDIDA.PT,ES,46.73
2019,UNIDAD_MEDIDA.PT,ES53,44.12
2020,UNIDAD_MEDIDA.PT,ES,49.76
2020,UNIDAD_MEDIDA.PT,ES53,48.35
2021,UNIDAD_MEDIDA.PT,ES,48.90
2021,UNIDAD_MEDIDA.PT,ES53,45.19
2022,UNIDAD_MEDIDA.PT,ES,47.70
2022,UNIDAD_MEDIDA.PT,ES53,42.94
2023,UNIDAD_MEDIDA.PT,ES,47.52
2023,UNIDAD_MEDIDA.PT,ES53,42.66
2024,UNIDAD_MEDIDA.PT,ES,47.90
2024,UNIDAD_MEDIDA.PT,ES53,42.75
2025,UNIDAD_MEDIDA.PT,ES,48.58
